aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
49,0.6,31,84,49,17,优,80,15,2016-09-02
78,0.8,29,133,61,27,良,203,16,2016-09-03
64,0.8,19,116,48,28,良,130,16,2016-09-04
90,0.9,33,147,57,26,良,251,10,2016-09-05
94,1.1,40,152,72,40,良,300,16,2016-09-06
81,0.9,31,137,36,21,良,286,9,2016-09-07
94,1,49,152,54,26,良,259,10,2016-09-08
120,1.3,68,182,101,53,轻度污染,313,16,2016-09-09
109,2,54,154,128,82,轻度污染,334,18,2016-09-10
54,1.4,30,104,45,34,良,149,9,2016-09-11
65,2,45,118,69,43,良,176,14,2016-09-12
84,1.5,47,139,79,62,良,260,11,2016-09-13
130,1.5,44,190,132,99,轻度污染,346,13,2016-09-14
162,1.5,38,175,143,123,中度污染,361,11,2016-09-15
165,1.5,27,176,148,125,中度污染,363,11,2016-09-16
57,1.4,30,71,56,40,良,192,11,2016-09-17
47,1.6,37,26,45,26,优,97,14,2016-09-18
50,1,40,80,47,22,优,97,10,2016-09-19
70,1,56,104,63,30,良,201,14,2016-09-20
84,1.1,43,140,68,39,良,237,24,2016-09-21
107,1.2,49,167,135,73,轻度污染,288,27,2016-09-22
127,1.3,59,158,157,96,轻度污染,326,16,2016-09-23
118,1.4,56,155,139,89,轻度污染,313,15,2016-09-24
113,1.5,44,158,123,85,轻度污染,305,16,2016-09-25
108,1.9,52,72,115,81,轻度污染,314,10,2016-09-26
55,1,32,60,52,39,良,180,7,2016-09-27
49,0.9,39,73,47,21,优,187,14,2016-09-28
85,1.6,68,113,85,53,良,342,26,2016-09-29
92,1.3,60,150,95,61,良,306,33,2016-09-30
149,1.5,75,158,156,114,轻度污染,349,35,2016-10-01
127,1.6,61,102,122,96,轻度污染,337,21,2016-10-02
142,1.6,49,122,131,108,轻度污染,349,19,2016-10-03
53,1.2,26,87,56,31,良,130,8,2016-10-04
55,1.6,44,61,55,37,良,122,14,2016-10-05
42,1,30,73,42,27,优,48,8,2016-10-06
54,1.4,43,34,50,36,良,161,10,2016-10-07
40,0.8,32,63,31,19,优,96,6,2016-10-08
77,1.5,61,43,71,40,良,315,22,2016-10-09
103,1.6,67,61,113,77,轻度污染,352,29,2016-10-10
85,1.3,56,48,97,63,良,318,16,2016-10-11
75,1.1,60,77,65,41,良,256,16,2016-10-12
225,1.9,92,79,207,175,重度污染,365,29,2016-10-13
62,0.7,33,96,71,44,良,168,14,2016-10-14
122,1.2,61,54,134,92,轻度污染,357,27,2016-10-15
83,1.1,32,64,79,61,良,302,9,2016-10-16
102,1.3,41,72,95,76,轻度污染,329,15,2016-10-17
135,1.4,57,94,114,103,轻度污染,340,22,2016-10-18
211,1.7,69,130,196,161,重度污染,362,17,2016-10-19
59,0.8,32,56,59,42,良,187,10,2016-10-20
62,2,49,28,71,44,良,268,23,2016-10-21
47,1.7,37,46,42,31,优,190,13,2016-10-22
62,1.4,49,50,66,33,良,301,20,2016-10-23
117,2.2,80,32,127,88,轻度污染,358,32,2016-10-24
148,2.4,72,23,134,113,轻度污染,362,32,2016-10-25
70,1.4,45,39,83,51,良,278,12,2016-10-26
75,2.3,60,18,75,44,良,317,15,2016-10-27
40,0.9,32,59,29,17,优,125,5,2016-10-28
69,1.3,55,47,66,34,良,322,16,2016-10-29
85,1.4,48,40,99,63,良,332,21,2016-10-30
40,0.9,27,56,40,15,优,83,7,2016-10-31
95,1.5,64,61,105,71,良,328,26,2016-11-01
135,1.7,72,49,138,103,轻度污染,337,36,2016-11-02
223,2.3,71,24,218,173,重度污染,356,21,2016-11-03
223,2.7,76,10,226,173,重度污染,351,14,2016-11-04
130,2.2,57,78,140,99,轻度污染,267,10,2016-11-05
63,1,46,49,72,45,良,81,14,2016-11-06
85,1.5,64,40,94,63,良,210,14,2016-11-07
79,1.6,63,41,87,53,良,278,22,2016-11-08
119,1.6,62,58,112,90,轻度污染,343,33,2016-11-09
162,1.8,60,19,172,123,中度污染,346,24,2016-11-10
199,3.2,80,26,207,149,中度污染,359,34,2016-11-11
84,2.4,57,40,112,62,良,208,31,2016-11-12
169,2.1,72,31,189,128,中度污染,317,21,2016-11-13
122,1.9,57,60,131,92,轻度污染,260,16,2016-11-14
70,1.8,56,46,90,42,良,136,30,2016-11-15
189,2.5,89,14,214,142,中度污染,345,47,2016-11-16
114,1.7,54,19,123,86,轻度污染,267,19,2016-11-17
211,3.1,76,9,238,161,重度污染,332,23,2016-11-18
165,2.6,58,35,183,125,中度污染,339,17,2016-11-19
54,1.2,37,37,54,38,良,115,11,2016-11-20
32,1.1,25,58,25,22,优,18,10,2016-11-21
40,0.8,32,62,37,15,优,163,9,2016-11-22
80,1.4,57,47,93,59,良,320,29,2016-11-23
168,2.4,77,28,182,127,中度污染,353,49,2016-11-24
212,2.1,75,22,183,162,重度污染,352,45,2016-11-25
242,2.7,92,18,286,192,重度污染,362,55,2016-11-26
95,1.6,55,63,129,71,良,223,26,2016-11-27
115,2.1,78,42,129,87,轻度污染,278,48,2016-11-28
158,2.9,96,20,171,120,中度污染,324,47,2016-11-29
307,3.2,107,26,346,257,严重污染,365,41,2016-11-30
70,1.3,56,62,67,36,良,131,20,2016-12-01
166,2.2,95,39,170,126,中度污染,311,66,2016-12-02
279,2.5,92,34,266,229,重度污染,360,35,2016-12-03
317,3.8,98,16,357,267,严重污染,360,24,2016-12-04
60,1.4,48,53,61,31,良,77,22,2016-12-05
163,2.2,77,31,167,124,中度污染,348,32,2016-12-06
185,2.5,83,28,190,139,中度污染,332,34,2016-12-07
128,1.5,65,58,129,97,轻度污染,214,36,2016-12-08
74,1.1,59,44,56,29,良,93,18,2016-12-09
137,2.2,94,34,147,104,轻度污染,303,42,2016-12-10
224,2.6,111,19,211,174,重度污染,360,76,2016-12-11
266,3,103,10,282,216,重度污染,359,52,2016-12-12
90,2.2,72,28,86,67,良,228,37,2016-12-13
82,1.6,65,42,64,38,良,255,30,2016-12-14
79,1.4,62,58,88,58,良,186,26,2016-12-15
155,2,81,35,157,118,中度污染,303,43,2016-12-16
238,2.2,88,33,213,188,重度污染,350,34,2016-12-17
340,4.9,120,17,338,290,严重污染,351,46,2016-12-18
293,6.6,130,13,303,243,重度污染,320,20,2016-12-19
292,6.2,130,16,288,242,重度污染,323,22,2016-12-20
313,9,129,11,353,263,严重污染,359,29,2016-12-21
134,4.2,71,46,208,102,轻度污染,314,16,2016-12-22
65,0.9,52,55,52,27,良,123,17,2016-12-23
100,1.6,80,35,86,65,良,248,60,2016-12-24
179,2.3,89,6,166,135,中度污染,349,76,2016-12-25
147,2.4,74,25,197,112,轻度污染,355,28,2016-12-26
99,1.8,71,36,89,74,良,308,21,2016-12-27
98,1.4,61,41,82,73,良,272,20,2016-12-28
87,1.4,60,50,94,64,良,194,19,2016-12-29
235,2.6,83,18,218,185,重度污染,343,39,2016-12-30
318,3.9,96,9,310,268,严重污染,350,30,2016-12-31
241,3.8,80,12,238,191,重度污染,310,27,2017-01-01
330,6.3,131,26,309,277,严重污染,356,29,2017-01-02
314,6.1,114,13,304,269,严重污染,354,28,2017-01-03
296,8,131,10,265,244,重度污染,348,24,2017-01-04
125,2.2,68,32,70,98,轻度污染,226,28,2017-01-05
139,2,93,14,112,105,轻度污染,287,39,2017-01-06
228,3,97,12,169,177,重度污染,335,42,2017-01-07
175,2.9,70,46,121,133,中度污染,322,25,2017-01-08
57,1.1,47,53,47,37,良,141,18,2017-01-09
65,1.2,50,66,62,49,良,163,17,2017-01-10
181,2.5,92,37,180,143,中度污染,341,47,2017-01-11
185,2.9,98,31,162,140,中度污染,330,43,2017-01-12
40,0.8,33,70,35,20,优,52,8,2017-01-13
48,1,39,47,41,18,优,90,15,2017-01-14
63,1,52,48,40,30,良,175,26,2017-01-15
87,1.8,67,17,83,65,良,217,26,2017-01-16
165,3.1,74,10,159,130,中度污染,309,41,2017-01-17
152,2.9,78,35,130,115,中度污染,277,37,2017-01-18
78,1.6,44,68,96,57,良,153,23,2017-01-19
45,1,38,66,35,24,优,76,15,2017-01-20
60,1.2,38,72,69,35,良,86,18,2017-01-21
51,1.1,42,58,46,29,良,65,15,2017-01-22
88,1.9,72,46,73,55,良,196,43,2017-01-23
121,3,81,38,106,92,轻度污染,250,36,2017-01-24
255,3,97,39,229,212,重度污染,330,71,2017-01-25
276,2.9,70,51,220,217,重度污染,333,35,2017-01-26
73,1.1,34,81,84,59,良,167,36,2017-01-27
232,2.3,60,28,245,185,重度污染,297,89,2017-01-28
93,1.5,26,75,114,70,良,215,16,2017-01-29
39,0.8,23,79,20,19,优,45,10,2017-01-30
87,1.6,43,86,84,69,良,290,33,2017-01-31
52,1.2,30,77,53,37,良,102,23,2017-02-01
106,1.7,56,86,106,82,轻度污染,261,36,2017-02-02
209,2.1,65,96,174,159,重度污染,334,34,2017-02-03
236,1.9,51,51,196,189,重度污染,340,21,2017-02-04
85,1.1,36,90,51,56,良,171,12,2017-02-05
46,1,38,69,35,20,优,63,16,2017-02-06
80,1.3,65,43,62,47,良,271,40,2017-02-07
66,1.2,39,89,76,47,良,281,15,2017-02-08
43,0.7,19,86,41,11,优,102,6,2017-02-09
43,0.7,27,86,41,15,优,19,9,2017-02-10
82,1.2,57,78,110,68,良,45,40,2017-02-11
219,2.6,111,49,236,177,重度污染,269,71,2017-02-12
227,3,97,52,201,176,重度污染,336,41,2017-02-13
134,2.1,91,54,115,104,轻度污染,185,27,2017-02-14
281,3.2,126,41,297,234,重度污染,259,43,2017-02-15
211,2.9,90,42,256,156,重度污染,333,34,2017-02-16
57,1.1,48,86,51,33,良,81,15,2017-02-17
123,1.8,83,72,143,96,轻度污染,216,46,2017-02-18
168,1.9,69,77,198,124,中度污染,298,33,2017-02-19
46,0.8,33,91,48,16,优,196,9,2017-02-20
100,1.6,80,33,81,55,良,185,38,2017-02-21
157,2.2,65,82,122,118,中度污染,239,21,2017-02-22
50,1,42,86,34,23,优,74,11,2017-02-23
85,1.5,69,84,90,65,良,201,24,2017-02-24
81,1.1,66,87,58,34,良,255,16,2017-02-25
87,1.9,72,79,83,55,良,205,27,2017-02-26
125,1.9,90,87,141,96,轻度污染,181,41,2017-02-27
98,1.9,79,91,116,73,良,295,30,2017-02-28
61,1.2,40,98,69,35,良,227,15,2017-03-01
65,1.1,51,82,82,32,良,18,17,2017-03-02
95,1.5,65,65,134,70,良,259,26,2017-03-03
137,2,84,77,152,107,轻度污染,109,31,2017-03-04
73,1.4,42,80,79,52,良,315,14,2017-03-05
59,1.2,45,80,66,31,良,58,14,2017-03-06
43,0.9,27,86,37,14,优,62,7,2017-03-07
58,1,47,101,60,24,良,19,11,2017-03-08
70,1.1,58,99,68,34,良,87,16,2017-03-09
111,1.7,89,97,132,85,轻度污染,185,38,2017-03-10
129,1.6,92,93,145,98,轻度污染,231,42,2017-03-11
52,0.8,34,103,58,18,良,231,9,2017-03-12
82,1.2,66,87,79,38,良,302,21,2017-03-13
92,1.7,74,77,112,65,良,295,34,2017-03-14
100,1.4,80,105,108,72,良,186,43,2017-03-15
129,1.4,83,137,151,100,轻度污染,314,34,2017-03-16
142,1.4,81,125,161,110,轻度污染,282,27,2017-03-17
251,3,120,142,268,199,重度污染,323,43,2017-03-18
225,2.1,95,165,194,173,重度污染,330,42,2017-03-19
107,1.4,68,90,140,80,轻度污染,304,28,2017-03-20
98,1.4,65,117,121,75,良,173,27,2017-03-21
134,1.6,85,105,150,108,轻度污染,267,53,2017-03-22
108,1.2,66,77,76,81,轻度污染,331,20,2017-03-23
75,1,46,92,49,55,良,228,10,2017-03-24
117,1.7,58,73,82,88,轻度污染,276,12,2017-03-25
53,0.8,44,102,41,30,良,240,9,2017-03-26
58,0.7,48,108,45,24,良,72,9,2017-03-27
85,1.1,67,116,86,53,良,51,22,2017-03-28
113,1.1,48,130,107,87,轻度污染,258,19,2017-03-29
113,1.2,64,82,140,85,轻度污染,274,22,2017-03-30
70,1,57,117,85,50,良,246,15,2017-03-31
101,1.5,61,115,120,75,轻度污染,223,27,2017-04-01
135,1.6,94,115,154,106,轻度污染,124,33,2017-04-02
172,1.6,83,186,169,132,中度污染,335,35,2017-04-03
132,1.4,64,115,125,99,轻度污染,335,41,2017-04-04
71,1,45,107,43,51,良,173,12,2017-04-05
137,1.3,53,140,129,106,轻度污染,162,17,2017-04-06
84,1.3,57,111,120,63,良,272,16,2017-04-07
79,1.2,77,61,129,60,良,298,18,2017-04-08
85,1.5,68,73,100,47,良,298,26,2017-04-09
77,1.3,52,112,100,55,良,292,23,2017-04-10
76,1.2,51,108,104,40,良,251,16,2017-04-11
104,1.4,61,123,156,66,轻度污染,294,22,2017-04-12
112,1.7,72,91,157,85,轻度污染,204,26,2017-04-13
91,1.2,55,126,114,66,良,303,20,2017-04-14
115,1.4,72,138,163,86,轻度污染,305,29,2017-04-15
145,1.7,72,123,191,110,轻度污染,296,27,2017-04-16
134,1.2,40,113,174,101,轻度污染,251,11,2017-04-17
93,0.7,32,116,132,29,良,268,5,2017-04-18
86,1.1,62,77,126,40,良,237,13,2017-04-19
102,1.3,57,114,139,75,轻度污染,319,17,2017-04-20
72,1,45,123,95,40,良,165,13,2017-04-21
91,1,36,138,132,52,良,312,16,2017-04-22
81,1,40,116,110,44,良,246,14,2017-04-23
90,1.7,59,121,122,66,良,262,24,2017-04-24
57,0.9,48,86,64,30,良,239,11,2017-04-25
63,0.8,52,116,73,32,良,270,11,2017-04-26
69,0.7,45,123,83,30,良,272,10,2017-04-27
80,0.8,55,136,96,39,良,282,14,2017-04-28
82,0.8,50,132,116,45,良,308,12,2017-04-29
138,1,43,99,223,56,轻度污染,270,17,2017-04-30
89,1.1,53,112,127,38,良,287,20,2017-05-01
172,1.4,65,237,157,66,中度污染,208,24,2017-05-02
95,0.9,37,154,83,45,良,277,14,2017-05-03
500,0.8,39,112,0,0,严重污染,123,5,2017-05-04
500,0.8,34,107,0,0,严重污染,314,7,2017-05-05
102,0.8,34,139,156,49,轻度污染,171,12,2017-05-06
104,1.1,55,165,152,65,轻度污染,212,16,2017-05-07
138,1.3,44,183,225,90,轻度污染,304,18,2017-05-08
95,0.9,28,155,73,39,良,308,12,2017-05-09
100,0.9,44,160,91,46,良,51,15,2017-05-10
121,1,42,140,0,0,轻度污染,302,14,2017-05-11
184,0.8,28,153,0,0,中度污染,315,11,2017-05-12
90,0.9,32,109,128,30,良,333,10,2017-05-13
68,0.9,33,122,60,19,良,226,14,2017-05-14
64,0.8,36,117,78,26,良,224,14,2017-05-15
110,0.9,35,171,95,38,轻度污染,222,13,2017-05-16
163,1,38,228,112,48,中度污染,298,13,2017-05-17
164,1,36,229,129,61,中度污染,306,11,2017-05-18
141,0.9,32,206,124,57,轻度污染,299,10,2017-05-19
190,1.1,39,255,111,63,中度污染,197,13,2017-05-20
75,1,33,130,77,49,良,229,9,2017-05-21
51,1,34,48,43,34,良,164,5,2017-05-22
85,0.8,37,143,38,27,良,117,5,2017-05-23
92,0.8,46,151,69,39,良,232,10,2017-05-24
71,0.6,34,103,88,19,良,201,8,2017-05-25
110,0.6,44,172,64,27,轻度污染,18,18,2017-05-26
166,1.2,61,231,126,64,中度污染,123,16,2017-05-27
169,1.3,54,234,135,73,中度污染,321,15,2017-05-28
86,1,31,132,118,38,良,316,10,2017-05-29
82,1.7,49,131,87,62,良,187,7,2017-05-30
117,1.1,42,179,80,67,轻度污染,308,8,2017-05-31
85,1.4,33,142,67,40,良,146,14,2017-06-01
52,0.6,28,70,52,14,良,176,6,2017-06-02
65,1.4,45,119,54,30,良,36,18,2017-06-03
123,1,48,186,70,35,轻度污染,140,23,2017-06-04
112,1,55,174,97,52,轻度污染,309,23,2017-06-05
51,0.8,34,95,45,38,良,312,4,2017-06-06
110,0.9,37,171,56,49,轻度污染,302,6,2017-06-07
123,1.1,43,186,98,55,轻度污染,272,13,2017-06-08
138,1.2,32,202,96,39,轻度污染,314,10,2017-06-09
54,0.8,28,88,59,12,良,214,8,2017-06-10
83,1,50,140,72,23,良,222,14,2017-06-11
88,1,37,146,67,32,良,206,10,2017-06-12
71,1.2,54,126,66,46,良,201,11,2017-06-13
158,1.2,60,223,94,57,中度污染,265,13,2017-06-14
162,1,40,227,123,63,中度污染,285,13,2017-06-15
155,1,33,220,115,67,中度污染,309,8,2017-06-16
134,1,36,198,117,55,轻度污染,253,10,2017-06-17
148,0.9,27,213,104,45,轻度污染,249,9,2017-06-18
166,1.1,34,231,121,65,中度污染,279,10,2017-06-19
140,0.9,25,205,49,24,轻度污染,307,5,2017-06-20
110,1,30,171,62,35,轻度污染,168,8,2017-06-21
65,1.3,30,115,48,47,良,184,3,2017-06-22
49,0.8,20,98,28,29,优,296,2,2017-06-23
62,1.3,25,115,42,41,良,174,5,2017-06-24
128,1.1,34,191,58,52,轻度污染,255,5,2017-06-25
149,1,44,214,78,50,轻度污染,232,6,2017-06-26
170,1.2,35,235,98,71,中度污染,309,13,2017-06-27
177,1.2,34,242,108,73,中度污染,310,10,2017-06-28
152,1.2,34,217,108,77,中度污染,318,9,2017-06-29
172,1.1,30,237,100,72,中度污染,247,7,2017-06-30
178,1.2,27,243,117,88,中度污染,287,6,2017-07-01
82,1,26,139,58,38,良,269,10,2017-07-02
56,1.2,32,93,51,39,良,205,5,2017-07-03
58,1.2,36,96,60,42,良,202,5,2017-07-04
131,0.9,24,195,54,41,轻度污染,273,4,2017-07-05
104,1,29,92,90,78,轻度污染,279,4,2017-07-06
122,1.1,19,185,64,58,轻度污染,246,4,2017-07-07
150,1.1,30,215,102,62,轻度污染,327,5,2017-07-08
127,0.8,22,190,87,56,轻度污染,309,4,2017-07-09
167,0.8,38,232,57,29,中度污染,163,6,2017-07-10
188,1.2,40,253,114,56,中度污染,267,11,2017-07-11
129,0.8,20,192,87,43,轻度污染,269,4,2017-07-12
121,0.9,21,184,81,45,轻度污染,217,4,2017-07-13
169,1.1,26,234,115,47,中度污染,288,6,2017-07-14
76,1.2,22,110,88,56,良,306,4,2017-07-15
66,0.8,17,119,48,47,良,329,4,2017-07-16
61,0.9,20,114,47,31,良,86,4,2017-07-17
101,1,25,144,89,76,轻度污染,309,4,2017-07-18
96,0.9,20,156,56,44,良,253,4,2017-07-19
97,1,28,157,88,63,良,296,3,2017-07-20
44,1.1,25,75,36,26,优,279,4,2017-07-21
54,1.5,36,105,35,33,良,65,7,2017-07-22
95,1.2,37,154,59,53,良,215,7,2017-07-23
122,1.8,42,161,89,95,轻度污染,315,6,2017-07-24
74,1.3,40,129,57,46,良,333,10,2017-07-25
61,1.2,49,105,50,29,良,130,10,2017-07-26
101,1.8,46,161,82,79,轻度污染,280,8,2017-07-27
102,2,56,123,93,77,轻度污染,334,16,2017-07-28
58,1.2,32,108,43,39,良,323,8,2017-07-29
127,1.1,29,190,67,49,轻度污染,213,10,2017-07-30
117,1.3,29,179,61,52,轻度污染,260,7,2017-07-31
52,1,28,91,45,36,良,239,6,2017-08-01
40,0.8,20,74,38,23,优,226,5,2017-08-02
93,0.8,17,152,31,18,良,26,4,2017-08-03
145,1.1,33,210,75,50,轻度污染,236,5,2017-08-04
88,1,26,146,51,38,良,273,5,2017-08-05
148,1,30,213,56,33,轻度污染,172,6,2017-08-06
125,1.1,35,188,63,29,轻度污染,279,9,2017-08-07
155,1.2,32,220,61,36,中度污染,241,12,2017-08-08
114,0.9,27,176,36,26,轻度污染,190,6,2017-08-09
141,1.2,29,206,69,54,轻度污染,263,11,2017-08-10
147,1.4,28,212,116,91,轻度污染,293,8,2017-08-11
72,1.7,31,118,77,53,良,332,7,2017-08-12
66,1.2,29,83,56,47,良,333,5,2017-08-13
52,1,25,103,31,18,良,140,8,2017-08-14
113,1.1,37,175,57,33,轻度污染,134,8,2017-08-15
88,1.2,30,146,54,40,良,247,8,2017-08-16
120,2.2,35,182,51,37,轻度污染,211,16,2017-08-17
67,1.3,34,121,54,42,良,260,11,2017-08-18
65,0.9,28,119,46,31,良,102,6,2017-08-19
90,1.4,28,149,58,46,良,254,9,2017-08-20
120,1,27,183,69,45,轻度污染,136,8,2017-08-21
116,1.4,35,178,89,65,轻度污染,317,9,2017-08-22
63,1.1,30,116,53,35,良,206,7,2017-08-23
73,1.1,44,128,58,36,良,246,9,2017-08-24
90,0.8,55,149,60,18,良,176,10,2017-08-25
71,1.1,56,84,71,28,良,308,15,2017-08-26
38,0.9,31,72,26,19,优,137,6,2017-08-27
50,1.3,31,100,30,29,优,215,6,2017-08-28
50,1.1,32,101,48,23,优,184,12,2017-08-29
76,0.9,19,132,32,19,良,218,7,2017-08-30
70,1.1,21,125,54,43,良,177,5,2017-08-31
81,1.1,29,129,70,59,良,312,8,2017-09-01
96,1.1,32,156,63,47,良,192,8,2017-09-02
137,1.2,35,201,82,63,轻度污染,289,11,2017-09-03
90,1.2,31,149,75,57,良,316,11,2017-09-04
97,1.2,32,157,76,59,良,305,11,2017-09-05
86,1.3,38,144,85,61,良,306,10,2017-09-06
135,1.5,25,199,104,76,轻度污染,330,12,2017-09-07
158,1.6,27,223,119,89,中度污染,320,11,2017-09-08
123,1.3,25,186,82,66,轻度污染,331,9,2017-09-09
68,1.1,28,116,66,47,良,308,10,2017-09-10
64,1.1,37,117,66,35,良,255,10,2017-09-11
129,1.2,38,192,80,38,轻度污染,173,15,2017-09-12
123,1.3,43,186,96,52,轻度污染,240,19,2017-09-13
117,1.1,37,179,87,51,轻度污染,290,12,2017-09-14
110,1.3,46,171,101,72,轻度污染,300,16,2017-09-15
152,1.7,52,196,134,119,中度污染,333,20,2017-09-16
60,1,47,106,65,40,良,326,9,2017-09-17
143,1.3,57,208,109,51,轻度污染,179,16,2017-09-18
60,0.8,51,110,70,23,良,232,7,2017-09-19
70,1.3,56,103,77,23,良,263,17,2017-09-20
135,1.3,40,199,108,48,轻度污染,171,19,2017-09-21
72,0.8,40,89,94,23,良,243,6,2017-09-22
120,1.1,52,183,171,43,轻度污染,256,19,2017-09-23
132,1.7,43,164,160,104,轻度污染,272,14,2017-09-24
120,1.3,36,182,87,79,轻度污染,333,10,2017-09-25
61,0.9,32,82,66,34,良,221,10,2017-09-26
42,1.2,36,76,40,15,优,52,16,2017-09-27
41,0.7,35,81,39,14,优,159,7,2017-09-28
105,1.5,58,166,124,63,轻度污染,193,24,2017-09-29
118,1.4,43,180,104,72,轻度污染,324,17,2017-09-30
100,1.4,59,135,112,73,良,320,16,2017-10-01
54,1,29,58,59,14,良,168,14,2017-10-02
50,1.1,41,64,48,22,优,237,14,2017-10-03
60,1,37,93,58,42,良,281,13,2017-10-04
59,1,32,111,57,38,良,296,12,2017-10-05
76,1.2,41,122,76,57,良,270,16,2017-10-06
121,1.7,61,35,86,91,轻度污染,317,13,2017-10-07
118,1.4,49,32,60,89,轻度污染,303,6,2017-10-08
51,1.2,33,43,20,36,良,290,6,2017-10-09
33,0.9,28,48,11,11,优,24,6,2017-10-10
52,1,43,49,34,23,良,91,7,2017-10-11
70,1.2,59,66,62,44,良,244,10,2017-10-12
112,1.6,70,70,98,88,轻度污染,277,12,2017-10-13
65,1.4,52,58,63,46,良,305,13,2017-10-14
116,1.6,63,61,97,89,轻度污染,229,13,2017-10-15
71,1.3,47,64,61,50,良,314,12,2017-10-16
86,1.2,69,52,62,34,良,192,14,2017-10-17
82,1.3,64,34,58,62,良,215,12,2017-10-18
112,1.8,54,72,73,84,轻度污染,290,7,2017-10-19
124,1.9,73,110,91,95,轻度污染,271,9,2017-10-20
98,1.4,51,62,79,71,良,297,9,2017-10-21
60,1.4,48,43,57,30,良,67,18,2017-10-22
67,1.3,54,63,56,29,良,141,15,2017-10-23
80,1.2,65,85,70,50,良,105,12,2017-10-24
112,1.6,78,59,112,86,轻度污染,177,16,2017-10-25
197,1.9,73,67,158,160,中度污染,304,13,2017-10-26
247,2.5,84,86,183,203,重度污染,328,12,2017-10-27
100,1.3,40,59,85,75,良,324,5,2017-10-28
38,0.6,33,57,28,13,优,5,5,2017-10-29
75,1.2,61,53,62,36,良,108,12,2017-10-30
98,1.4,78,29,121,75,良,214,18,2017-10-31
112,1.8,87,51,133,85,轻度污染,267,18,2017-11-01
174,2,84,48,144,126,中度污染,245,20,2017-11-02
63,1.1,52,57,47,22,良,43,13,2017-11-03
77,1.2,63,61,71,46,良,86,13,2017-11-04
75,1.1,56,63,88,54,良,157,15,2017-11-05
111,1.4,73,54,120,86,轻度污染,126,16,2017-11-06
121,1.4,68,65,131,88,轻度污染,281,10,2017-11-07
68,1.2,55,44,48,17,良,22,14,2017-11-08
87,1.3,72,27,117,63,良,23,17,2017-11-09
61,0.8,32,58,66,22,良,281,5,2017-11-10
58,1,49,46,46,26,良,6,10,2017-11-11
106,1.7,79,23,125,82,轻度污染,221,24,2017-11-12
87,1.4,58,55,108,63,良,327,11,2017-11-13
48,0.7,41,58,36,13,优,44,6,2017-11-14
63,1,52,66,49,24,良,156,8,2017-11-15
92,1.5,76,47,77,44,良,121,18,2017-11-16
61,1,45,61,70,39,良,230,9,2017-11-17
40,0.6,30,59,41,26,优,65,7,2017-11-18
121,1.4,82,20,128,94,轻度污染,237,21,2017-11-19
201,2.1,96,34,172,151,重度污染,321,33,2017-11-20
192,1.8,80,21,168,146,中度污染,286,22,2017-11-21
51,0.4,28,57,51,11,良,259,4,2017-11-22
44,0.5,30,53,42,14,优,70,6,2017-11-23
47,0.7,39,48,45,20,优,17,9,2017-11-24
87,1.3,70,24,99,54,良,136,18,2017-11-25
46,0.7,35,57,45,18,优,142,8,2017-11-26
87,1.6,70,12,94,60,良,35,27,2017-11-27
86,1.5,47,53,119,63,良,269,15,2017-11-28
55,0.9,45,44,48,16,良,8,10,2017-11-29
81,1.2,54,5,51,26,良,132,10,2017-11-30
83,1,74,0,103,73,良,170,21,2017-12-01
114,1.5,97,0,223,185,轻度污染,250,21,2017-12-02
303,3.2,71,0,134,128,严重污染,324,15,2017-12-03
40,0.5,35,0,29,13,优,5,6,2017-12-04
133,2.2,62,0,94,59,轻度污染,125,21,2017-12-05
88,1.4,71,0,99,60,良,163,21,2017-12-06
102,1.5,46,0,40,22,轻度污染,186,8,2017-12-07
42,0.5,51,0,67,32,优,7,12,2017-12-08
98,1.7,90,0,160,103,良,214,35,2017-12-09
206,2,32,0,59,20,重度污染,326,6,2017-12-10
59,0.9,33,0,32,13,良,22,8,2017-12-11
45,1,46,0,37,18,优,37,16,2017-12-12
89,2.8,71,20,86,50,良,79,31,2017-12-13
85,1.9,69,19,74,60,良,231,24,2017-12-14
83,1.2,44,51,71,60,良,232,10,2017-12-15
53,0.6,28,64,55,11,良,144,5,2017-12-16
77,1.2,61,43,84,46,良,86,20,2017-12-17
59,1,37,62,68,33,良,204,12,2017-12-18
58,1,46,40,55,28,良,6,14,2017-12-19
74,1.2,58,60,73,43,良,228,17,2017-12-20
99,1.7,79,31,111,74,良,88,28,2017-12-21
107,1.7,76,47,118,82,轻度污染,257,22,2017-12-22
106,2,92,20,117,77,轻度污染,52,35,2017-12-23
65,1,43,72,79,34,良,230,11,2017-12-24
68,1.2,54,51,49,27,良,4,12,2017-12-25
63,1,52,58,52,27,良,112,15,2017-12-26
92,1.5,73,19,96,68,良,27,26,2017-12-27
173,2.7,71,3,187,134,中度污染,254,19,2017-12-28
234,2.9,75,22,218,189,重度污染,246,18,2017-12-29
242,3.3,87,12,214,192,重度污染,280,17,2017-12-30
202,2.8,87,38,207,175,重度污染,263,23,2017-12-31
102,1.7,62,28,97,76,轻度污染,169,20,2018-01-01
62,1.4,49,29,55,42,良,122,21,2018-01-02
38,0.5,30,51,28,14,优,58,5,2018-01-03
57,1.1,45,28,49,25,良,203,16,2018-01-04
104,1.4,66,29,113,78,轻度污染,260,21,2018-01-05
93,2.1,74,24,93,68,良,241,30,2018-01-06
147,2.3,77,24,130,112,轻度污染,299,36,2018-01-07
